,id,title,author_info,rating,pros,cons,Date,Location,Status
588,588,Good,"May 6, 2022 - Amazon Seller Support Associate in Pune",5,Everything from money to opportunities & work-life balance,Not much other than the fact that it's a support role,"May 6, 2022 ",Pune, Amazon Seller Support Associate
589,589,Work,"May 6, 2022 - Sps Associate in Bangalore",5,Good work culture New challenges Good recognition,Nothing to be mentioned. It's always day 1 in amazon,"May 6, 2022 ",Bangalore, Sps Associate
590,590,One of the top place to work in india,"May 20, 2022 - Software Development Engineer in Bangalore",4,Area of growth. Lot of learning Creative ideas to explore and work on huge scale system. Helpful management. A proper system to define any work done.,Little bit of frugality. Indian teams not not yet fully developed.,"May 20, 2022 ",Bangalore, Software Development Engineer
591,591,Nice,"May 5, 2022 - Software Engineer in Hyderābād",5,Handsome Salary For Freshers Available,Workload is very much high,"May 5, 2022 ",Hyderābād, Software Engineer
592,592,Good,"May 5, 2022 - Intern in New Delhi",5,Happened well and good and let me see salaries,Cons cons of life cons of relation cons of dwpression,"May 5, 2022 ",New Delhi, Intern
593,593,Great Place to work and Grow,"May 5, 2022 - Senior Technical Account Manager in Pune",5,"Inclusive Culture, Great leadership and Customer and Employee Obsessed Organisation. Ample of opportunity for career growth ! Open culture !",None as I can see so far. Just before accepting the offer go through details offer letter thoroughly.,"May 5, 2022 ",Pune, Senior Technical Account Manager
594,594,Work Experience,"May 5, 2022 - Associate in Hyderābād",5,* Work location is pretty good * freindly Manager * Good Growths and IJP,* Hike is not good * Insurance,"May 5, 2022 ",Hyderābād, Associate
595,595,True mnc experience,"May 5, 2022 - Site Operations Manager in Bangalore",5,Good salary and lots to learn! World class!,"Busy schedule in the first year,","May 5, 2022 ",Bangalore, Site Operations Manager
596,596,Amazing work environment,"May 18, 2022 - Catalog Associate in Bangalore",4,"Work culture, coordination, great opportunity","9 hours of working, too much tools to handle.","May 18, 2022 ",Bangalore, Catalog Associate
597,597,Review at Amazon,"May 18, 2022 - CSA - Customer Service Associate in Pune",4,work environment is best in Amazon,salary is less in this organization for,"May 18, 2022 ",None, CSA 
598,598,Good,"May 19, 2022 - Test Lead in Chennai",4,Work Environment is Good in Amazon,Nothing in specific but you will get work pressure in initial days,"May 19, 2022 ",Chennai, Test Lead
599,599,Good company,"May 19, 2022 - Customer Support in Pune",4,Nice company to work here,Nothing to tell about cons,"May 19, 2022 ",Pune, Customer Support
600,600,Awesome!,"May 19, 2022 - Resolution Specialist in Pune",4,Co-workers are super friendly. Management is great.,Internal Mobility: It's time-consuming to move departments internally.,"May 19, 2022 ",Pune, Resolution Specialist
601,601,Great,"May 19, 2022 - Transaction Risk Investigator in Bangalore",4,"Nice workplace, good perks, OT benefits, supporting seniors","Sometimes monotonous works, slow growth","May 19, 2022 ",Bangalore, Transaction Risk Investigator
602,602,Associate,"Jun 10, 2022 - Associate in Bangalore",1,NA NA NA NA NA NA NA NA NA,"Bad Work life balance, no carrer guidance","Jun 10, 2022 ",Bangalore, Associate
603,603,Great Workplace to learn,"May 4, 2022 - Software Development Engineer (SDE) in Gurgaon, Haryana",5,"1. Provides Enough resources for an all round development of an individual. 2. Amazing People with great talent, always there to support.",Nothing as of now .,"May 4, 2022 ","Gurgaon, Haryana", Software Development Engineer (SDE)
604,604,Nice,"May 4, 2022 - Cloud Support Engineer I in Bangalore",5,A lot of money and opportunity is there,Less work life balance is there,"May 4, 2022 ",Bangalore, Cloud Support Engineer I
605,605,It was great,"May 4, 2022 - Seller Support Associate in Hyderābād",5,Get go learn a lot,It was overall a great experience,"May 4, 2022 ",Hyderābād, Seller Support Associate
606,606,Decent Pay kick start for freshers,"May 4, 2022 - Transaction Risk Investigator in Hyderābād",5,The pay is good with OT being double of the pay. Great leaves. Good work culture.,Work gets very monotonous and growth like everywhere else is slow unless you are best among the best,"May 4, 2022 ",Hyderābād, Transaction Risk Investigator
607,607,Good work culture!!,"May 4, 2022 - Automation Analyst in Bangalore",5,Top MNC ! Perks ! Benefits! work culture,low hike regionalism none none none,"May 4, 2022 ",Bangalore, Automation Analyst
608,608,Operations Team Manager,"May 4, 2022 - Team Manager in New Delhi",5,Salary on time Great culture and support Salary on time Medical benefits Career transition,Rotations shifts Rotating teams They entertain more to the agents Metric goals keeps changing Little political folks as well,"May 4, 2022 ",New Delhi, Team Manager
609,609,Perfect Place to kickstart,"May 4, 2022 - Device Associate in Chennai",5,For a new joiner amazon gives lot of areas to explore and to learn. Here each and every team members were giving a warm welcome and sharing their wide knowledge to us. So try to grab your offer at amazon asap.,"As of now, I haven't witnessed anything","May 4, 2022 ",Chennai, Device Associate
610,610,Fast paced- tending to stressful work-environment,"May 18, 2022 - Risk Investigation Specialist in Bangalore",4,Great leadership principles. Wonderful opportunity to learn from peers. Benefits such as transportation allowances in turn for office transportation.,"Manager has too much power to decide on and forward your promotional document. Work load is stressful at times. Compensation policy is not the best, as compared to the industry. Promotions are slow.","May 18, 2022 ",Bangalore, Risk Investigation Specialist
611,611,Regular threats of PIP,"May 19, 2022 - Software Development Engineer (SDE) in Hyderābād",2,1. Opportunity to move globally 2. AWS tech stack familarity 3. Work from home,1. Constant threat of getting fired 2. Comparison culture with other colleagues,"May 19, 2022 ",Hyderābād, Software Development Engineer (SDE)
612,612,Good,"May 18, 2022 - Data Associate in Hyderābād",3,"Good work culture, Good benefits","Shift timings, long hours, repetitive job","May 18, 2022 ",Hyderābād, Data Associate
613,613,Not bad,"May 18, 2022 - Anonymous Employee in Guadalajara, Jalisco",3,Casual and chill company. Relaxed environment,Not much career growth or knowledge,"May 18, 2022 ","Guadalajara, Jalisco", Anonymous Employee
614,614,Decent,"May 18, 2022 - Anonymous Employee in Chennai",3,Not great work but decent for begineers.,Too low salary for the work. And too much politics,"May 18, 2022 ",Chennai, Anonymous Employee
615,615,customer service associate (malayalam & english),"May 2, 2022 - Customer Service Associate in Chennai",5,"5 days of work over time, extra time and night shift allowance can earn Gift cards",handling customers are the toughest helpless at times call flow can be high most days- 9/8 hours continuous talking,"May 2, 2022 ",Chennai, Customer Service Associate
616,616,Amazing Company,"May 3, 2022 - Operations Manager in Bangalore",5,"Great place to work, Customer obsessed and holds true to its foundational principles. Great opportunities to contribute and grow",Nothing negative is seen so far,"May 3, 2022 ",Bangalore, Operations Manager
617,617,good,"May 3, 2022 - Data Analyst in Bangalore",5,very good and kind environment,no cons at all truly,"May 3, 2022 ",Bangalore, Data Analyst
618,618,BIE,"May 3, 2022 - Bie in Bangalore",5,"Learning new stuffs , great opportunity to explore new things",No work life balance - too much work,"May 3, 2022 ",Bangalore, Bie
619,619,Nice Company,"May 17, 2022 - Anonymous Employee in Gurgaon, Haryana",4,You get more perks and benefits,There are more career development opportunities,"May 17, 2022 ","Gurgaon, Haryana", Anonymous Employee
620,620,Tough to work,"May 17, 2022 - Financial Analytics Analyst in Bangalore",4,They pay you well with bonus.,No work life balance at all.,"May 17, 2022 ",Bangalore, Financial Analytics Analyst
621,621,Hectic but controlled,"May 17, 2022 - Customer Service Representative in New Delhi",4,Everyone's behavior is good and you are taken care of properly,the workload is high. So rarely get time for ourselves,"May 17, 2022 ",New Delhi, Customer Service Representative
622,622,Great place to learn,"May 17, 2022 - Software Engineer in Hyderābād",4,"1. Super fast culture where things move, though it slowed down a bit over the last 5 yrs 2. Decent compensation","1. Manager growth path much faster than IC, so lots of poor managers 2. Too diversified to build a unified experience","May 17, 2022 ",Hyderābād, Software Engineer
623,623,QA associate manual,"May 17, 2022 - Device Associate in Chennai",4,Good work life balance. Brand name.,Very slow growth Very less salary,"May 17, 2022 ",Chennai, Device Associate
624,624,Lots of learning depending upon different teams,"May 17, 2022 - Frontend Developer in Bangalore",4,learning stock vests at later stage,difficult promos work life balance takes a hit depending upon teams,"May 17, 2022 ",Bangalore, Frontend Developer
625,625,Good,"May 17, 2022 - Quality Specialist in Hyderābād",4,Good incentives flexible work No pressure,No growth shift plans same work and rest all fine,"May 17, 2022 ",Hyderābād, Quality Specialist
626,626,Good company to work for a while,"May 18, 2022 - Data Engineer in Bangalore",2,Good learning curve. Growth opportunities,Hectic and poor work life balance,"May 18, 2022 ",Bangalore, Data Engineer
627,627,Work Experience,"Apr 29, 2022 - Selling Partner Support Associate in Hyderābād",5,There are n number of pros at Amazon work culture. Flexibility in work and good behavior of managers make the employees work more efficiently one way or the other it motivates to get the task done.,"There isn't much to say about, as Amazon offers very good amount of care for its employees, but where I felt there is a minute drawback in work is, delays in when raising a query and the swiftness you need adopt, as one finds it difficult in his starting days.","Apr 29, 2022 ",Hyderābād, Selling Partner Support Associate
628,628,Not bad,"May 17, 2022 - Software Development Engineer (SDE) in Bangalore",3,Good projects but need to be willing to work,Not a very healthy work culture,"May 17, 2022 ",Bangalore, Software Development Engineer (SDE)
629,629,Amazon Sucks | Abysmal Experience,"Jun 6, 2022 - Anonymous Employee in Bangalore",1,#NAME?,#NAME?,"Jun 6, 2022 ",Bangalore, Anonymous Employee
630,630,Best Place,"May 1, 2022 - Senior Prod Compliance in Bangalore",5,"1. Great work culture. 2. work-life balance. 3. learn a lot, growth a lot.",1. Can be very competitive sometimes.,"May 1, 2022 ",Bangalore, Senior Prod Compliance
631,631,Componey where the standards are followed,"May 1, 2022 - ITS in Hyderābād",5,culture is the pro i would say as you can apply the leadership principle on every situation,I have not seen any cons of the company,"May 1, 2022 ",Hyderābād, ITS
632,632,good company,"May 2, 2022 - Customer Service Representative (CSR) in Lucknow",5,peace of mind in work,low salary for csr s,"May 2, 2022 ",Lucknow, Customer Service Representative (CSR)
